None,Nek5000,parRSB,,https://github.com/Nek5000/parRSB.git,03/19/21 04:43 PM,0,0,0,0,5089,0,646,0,5956
None,OpenCMISS-Dependencies,scalasca,,https://github.com/OpenCMISS-Dependencies/scalasca.git,03/19/21 04:43 PM,0,0,0,386,72256,58224,41782,0,318585
None,EricKinner,InterpScImgDB,,https://github.com/EricKinner/InterpScImgDB.git,03/19/21 04:43 PM,0,0,33,0,1091,1010,79,0,24542
None,cap-ntu,Ratatouille,,https://github.com/cap-ntu/Ratatouille.git,03/19/21 04:43 PM,0,0,1419,51,201,105742,104774,0,433533
None,LLNL,Tool-Gear,,https://github.com/LLNL/Tool-Gear.git,03/19/21 04:43 PM,0,0,0,0,15670,26943,100096,0,163804
None,tryalice,trypytorc,,https://github.com/tryalice/trypytorc.git,03/19/21 04:43 PM,2,0,1696,109,33599,377239,199857,0,1011870
None,CortexFoundation,tvm-cvm,,https://github.com/CortexFoundation/tvm-cvm.git,03/19/21 04:43 PM,1,0,27,0,0,81452,28238,0,238161
None,omn14,IFOS2D,,https://github.com/omn14/IFOS2D.git,03/19/21 04:43 PM,0,0,0,0,20627,2695,4081,0,34901
None,mindspore-ai,graphengine,,https://github.com/mindspore-ai/graphengine.git,03/19/21 04:43 PM,0,0,0,0,0,246504,35400,0,291731
None,oehmke,test_xgrid,,https://github.com/oehmke/test_xgrid.git,03/19/21 04:43 PM,0,0,0,144,4627,0,13364,73118,136964
None,drreynolds,enzo-dev_gfld_bugfixes,,https://github.com/drreynolds/enzo-dev_gfld_bugfixes.git,03/19/21 04:43 PM,0,0,63,30,12932,144117,9214,37856,256817
None,quinoacomputing,HYPRE,,https://github.com/quinoacomputing/HYPRE.git,03/19/21 04:43 PM,0,0,0,613,347743,60711,34968,12126,502205
None,DmitrySigaev,ompi-release,,https://github.com/DmitrySigaev/ompi-release.git,03/19/21 04:43 PM,0,0,0,140,390665,34625,72426,499,589225
None,shivnshu,CS698O-VR,,https://github.com/shivnshu/CS698O-VR.git,03/19/21 04:43 PM,0,0,963,148,30320,31901,20435,1528,179514
None,kohnakagawa,gromacs_localstress,,https://github.com/kohnakagawa/gromacs_localstress.git,03/19/21 04:43 PM,0,0,30,37,376255,1051,57456,94172,1374838
None,SunnyQ,cmu,,https://github.com/SunnyQ/cmu.git,03/19/21 04:43 PM,0,0,0,5,10308,211,1195,0,62348
None,renefritze,dune-common-old,,https://github.com/renefritze/dune-common-old.git,03/19/21 04:43 PM,0,0,0,0,0,6111,15427,0,32569
None,SuryaGrandhi,dec4,,https://github.com/SuryaGrandhi/dec4.git,03/19/21 04:43 PM,40,0,669,179,0,73642,32672,0,4476707
None,tudo-math-ls3,feat3,,https://github.com/tudo-math-ls3/feat3.git,03/19/21 04:43 PM,0,0,56,0,0,57968,116050,0,323554
None,dwehner,DENISE-COGI,,https://github.com/dwehner/DENISE-COGI.git,03/19/21 04:43 PM,0,0,0,0,18636,0,767,0,20117
None,IBM,HPCG,,https://github.com/IBM/HPCG.git,03/19/21 04:43 PM,0,0,0,46,0,3853,759,0,6448
None,intel,MLSL,,https://github.com/intel/MLSL.git,03/19/21 04:43 PM,0,0,0,0,9075,6120,13021,0,46473
None,kostrzewa,cvc,,https://github.com/kostrzewa/cvc.git,03/19/21 04:43 PM,0,0,34,140,94098,1375,82950,0,184005
None,hughperkins,pub-prototyping,,https://github.com/hughperkins/pub-prototyping.git,03/19/21 04:43 PM,15,0,30,5,6735,46462,17243,41,95873
None,ROCmSoftwarePlatform,rocALUTION,,https://github.com/ROCmSoftwarePlatform/rocALUTION.git,03/19/21 04:43 PM,0,0,71,193,0,51377,9658,0,63911
None,emfomy,mcnla,,https://github.com/emfomy/mcnla.git,03/19/21 04:43 PM,0,0,0,3,0,5094,20430,0,26700
None,matex-org,caffe-intel,,https://github.com/matex-org/caffe-intel.git,03/19/21 04:43 PM,0,0,112,68,0,75599,39514,0,160380
None,mailong25,wav2letter,,https://github.com/mailong25/wav2letter.git,03/19/21 04:43 PM,0,0,25,11,0,12856,4497,0,28013
None,david20025,Repo_for_Contrib,,https://github.com/david20025/Repo_for_Contrib.git,03/19/21 04:43 PM,0,0,15,0,936,37392,7976,0,284558
None,Knoxort,cmt_Nek_BE_Instrumentation,,https://github.com/Knoxort/cmt_Nek_BE_Instrumentation.git,03/19/21 04:43 PM,0,0,0,0,13875,0,554,194752,215609
None,XuanWang1982,gpfs-ompi-v19,,https://github.com/XuanWang1982/gpfs-ompi-v19.git,03/19/21 04:43 PM,0,0,0,140,562791,34621,101670,18138,855925
None,AravindR16,arav_does_datascience,,https://github.com/AravindR16/arav_does_datascience.git,03/19/21 04:43 PM,0,0,17,11,0,9688,3747,0,19728
None,idaholab,SPPARKS,,https://github.com/idaholab/SPPARKS.git,03/19/21 04:43 PM,0,0,0,0,0,24681,5250,0,39843
