owner_name,repo_name,call_name,call_occs
Rudedaisy,simgrid-v3.25,MPI_INFO_DUP,3
devyaniB,simgrid,MPI_INFO_DUP,3
DmitrySigaev,ompi-release,MPI_INFO_DUP,3
aosm,openmpi,MPI_INFO_DUP,2
grondo,mvapich-cce,MPI_INFO_DUP,2
hajimefu,mpich-mirror,MPI_INFO_FREE,77
yfguo,mpich-migrate-test,MPI_INFO_FREE,77
JulianDomingo,EE360P,MPI_INFO_FREE,76
humairakamal,fgmpi,MPI_INFO_FREE,76
Rudedaisy,simgrid-v3.25,MPI_INFO_FREE,54
devyaniB,simgrid,MPI_INFO_FREE,54
intel,llvm,MPI_INFO_FREE,44
henricasanova,simgrid_data_redundancy,MPI_INFO_FREE,39
hppritcha,ompi_async_sandbox,MPI_INFO_FREE,15
artpol84,ompi-timings,MPI_INFO_FREE,15
Remixman,Open_MPI_SDN,MPI_INFO_FREE,15
XuanWang1982,gpfs-ompi-v19,MPI_INFO_FREE,15
spsweeney,Work-open-mpi,MPI_INFO_FREE,14
anandhis,rml-ofi,MPI_INFO_FREE,14
DmitrySigaev,ompi-release,MPI_INFO_FREE,14
grondo,mvapich-cce,MPI_INFO_FREE,9
lanl,lampi,MPI_INFO_FREE,6
RWTH-OS,MP-MPICH,MPI_INFO_FREE,6
hpc,cce-mpi-openmpi-1.6.4,MPI_INFO_FREE,6
CamCairns,atm_dycores_stirred,MPI_INFO_FREE,3
intel,MLSL,MPI_INFO_FREE,3
westondhill,bc_mr_gpu,MPI_INFO_FREE,1
aosm,openmpi,MPI_INFO_FREE,1
intel,llvm,MPI_INFO_GET,81
grondo,mvapich-cce,MPI_INFO_GET,67
aosm,openmpi,MPI_INFO_GET,62
lanl,lampi,MPI_INFO_GET,52
hajimefu,mpich-mirror,MPI_INFO_GET,51
yfguo,mpich-migrate-test,MPI_INFO_GET,51
JulianDomingo,EE360P,MPI_INFO_GET,50
humairakamal,fgmpi,MPI_INFO_GET,50
Rudedaisy,simgrid-v3.25,MPI_INFO_GET,43
devyaniB,simgrid,MPI_INFO_GET,43
henricasanova,simgrid_data_redundancy,MPI_INFO_GET,38
RWTH-OS,MP-MPICH,MPI_INFO_GET,32
hppritcha,ompi_async_sandbox,MPI_INFO_GET,7
artpol84,ompi-timings,MPI_INFO_GET,7
XuanWang1982,gpfs-ompi-v19,MPI_INFO_GET,7
spsweeney,Work-open-mpi,MPI_INFO_GET,6
Remixman,Open_MPI_SDN,MPI_INFO_GET,6
anandhis,rml-ofi,MPI_INFO_GET,6
DmitrySigaev,ompi-release,MPI_INFO_GET,3
intel,llvm,MPI_INFO_GET_NKEYS,27
JulianDomingo,EE360P,MPI_INFO_GET_NKEYS,17
humairakamal,fgmpi,MPI_INFO_GET_NKEYS,17
hajimefu,mpich-mirror,MPI_INFO_GET_NKEYS,16
yfguo,mpich-migrate-test,MPI_INFO_GET_NKEYS,16
Rudedaisy,simgrid-v3.25,MPI_INFO_GET_NKEYS,10
devyaniB,simgrid,MPI_INFO_GET_NKEYS,10
henricasanova,simgrid_data_redundancy,MPI_INFO_GET_NKEYS,9
hppritcha,ompi_async_sandbox,MPI_INFO_GET_NKEYS,9
artpol84,ompi-timings,MPI_INFO_GET_NKEYS,9
Remixman,Open_MPI_SDN,MPI_INFO_GET_NKEYS,9
XuanWang1982,gpfs-ompi-v19,MPI_INFO_GET_NKEYS,9
spsweeney,Work-open-mpi,MPI_INFO_GET_NKEYS,8
anandhis,rml-ofi,MPI_INFO_GET_NKEYS,8
DmitrySigaev,ompi-release,MPI_INFO_GET_NKEYS,7
grondo,mvapich-cce,MPI_INFO_GET_NKEYS,5
hpc,cce-mpi-openmpi-1.6.4,MPI_INFO_GET_NKEYS,4
lanl,lampi,MPI_INFO_GET_NKEYS,2
RWTH-OS,MP-MPICH,MPI_INFO_GET_NKEYS,2
aosm,openmpi,MPI_INFO_GET_NKEYS,2
intel,llvm,MPI_INFO_GET_NTHKEY,23
JulianDomingo,EE360P,MPI_INFO_GET_NTHKEY,13
humairakamal,fgmpi,MPI_INFO_GET_NTHKEY,13
hajimefu,mpich-mirror,MPI_INFO_GET_NTHKEY,12
yfguo,mpich-migrate-test,MPI_INFO_GET_NTHKEY,12
hppritcha,ompi_async_sandbox,MPI_INFO_GET_NTHKEY,8
artpol84,ompi-timings,MPI_INFO_GET_NTHKEY,8
Remixman,Open_MPI_SDN,MPI_INFO_GET_NTHKEY,8
XuanWang1982,gpfs-ompi-v19,MPI_INFO_GET_NTHKEY,8
spsweeney,Work-open-mpi,MPI_INFO_GET_NTHKEY,7
Rudedaisy,simgrid-v3.25,MPI_INFO_GET_NTHKEY,7
anandhis,rml-ofi,MPI_INFO_GET_NTHKEY,7
devyaniB,simgrid,MPI_INFO_GET_NTHKEY,7
henricasanova,simgrid_data_redundancy,MPI_INFO_GET_NTHKEY,6
DmitrySigaev,ompi-release,MPI_INFO_GET_NTHKEY,6
grondo,mvapich-cce,MPI_INFO_GET_NTHKEY,5
hpc,cce-mpi-openmpi-1.6.4,MPI_INFO_GET_NTHKEY,3
lanl,lampi,MPI_INFO_GET_NTHKEY,2
RWTH-OS,MP-MPICH,MPI_INFO_GET_NTHKEY,2
aosm,openmpi,MPI_INFO_GET_NTHKEY,1
intel,llvm,MPI_INFO_GET_VALUELEN,8
hajimefu,mpich-mirror,MPI_INFO_GET_VALUELEN,6
JulianDomingo,EE360P,MPI_INFO_GET_VALUELEN,6
yfguo,mpich-migrate-test,MPI_INFO_GET_VALUELEN,6
humairakamal,fgmpi,MPI_INFO_GET_VALUELEN,6
henricasanova,simgrid_data_redundancy,MPI_INFO_GET_VALUELEN,5
Rudedaisy,simgrid-v3.25,MPI_INFO_GET_VALUELEN,5
devyaniB,simgrid,MPI_INFO_GET_VALUELEN,5
hppritcha,ompi_async_sandbox,MPI_INFO_GET_VALUELEN,3
artpol84,ompi-timings,MPI_INFO_GET_VALUELEN,3
Remixman,Open_MPI_SDN,MPI_INFO_GET_VALUELEN,3
XuanWang1982,gpfs-ompi-v19,MPI_INFO_GET_VALUELEN,3
spsweeney,Work-open-mpi,MPI_INFO_GET_VALUELEN,2
anandhis,rml-ofi,MPI_INFO_GET_VALUELEN,2
aosm,openmpi,MPI_INFO_GET_VALUELEN,1
grondo,mvapich-cce,MPI_INFO_GET_VALUELEN,1
hpc,cce-mpi-openmpi-1.6.4,MPI_INFO_GET_VALUELEN,1
DmitrySigaev,ompi-release,MPI_INFO_GET_VALUELEN,1
intel,llvm,MPI_INFO_SET,184
grondo,mvapich-cce,MPI_INFO_SET,127
hajimefu,mpich-mirror,MPI_INFO_SET,125
yfguo,mpich-migrate-test,MPI_INFO_SET,125
JulianDomingo,EE360P,MPI_INFO_SET,122
humairakamal,fgmpi,MPI_INFO_SET,122
lanl,lampi,MPI_INFO_SET,88
aosm,openmpi,MPI_INFO_SET,88
Rudedaisy,simgrid-v3.25,MPI_INFO_SET,81
devyaniB,simgrid,MPI_INFO_SET,81
henricasanova,simgrid_data_redundancy,MPI_INFO_SET,63
XuanWang1982,gpfs-ompi-v19,MPI_INFO_SET,62
DmitrySigaev,ompi-release,MPI_INFO_SET,42
RWTH-OS,MP-MPICH,MPI_INFO_SET,36
hppritcha,ompi_async_sandbox,MPI_INFO_SET,32
spsweeney,Work-open-mpi,MPI_INFO_SET,32
artpol84,ompi-timings,MPI_INFO_SET,32
anandhis,rml-ofi,MPI_INFO_SET,32
Remixman,Open_MPI_SDN,MPI_INFO_SET,30
hpc,cce-mpi-openmpi-1.6.4,MPI_INFO_SET,18
oehmke,test_xgrid,MPI_INFO_SET,5
CamCairns,atm_dycores_stirred,MPI_INFO_SET,3
westondhill,bc_mr_gpu,MPI_INFO_SET,2
mzl13,Lithium,MPI_INFO_SET,1
intel,MLSL,MPI_INFO_SET,1
intel,llvm,MPI_INIT,508
hajimefu,mpich-mirror,MPI_INIT,377
yfguo,mpich-migrate-test,MPI_INIT,377
humairakamal,fgmpi,MPI_INIT,374
JulianDomingo,EE360P,MPI_INIT,350
grondo,mvapich-cce,MPI_INIT,333
RWTH-OS,MP-MPICH,MPI_INIT,303
Rudedaisy,simgrid-v3.25,MPI_INIT,241
devyaniB,simgrid,MPI_INIT,241
KEK-Co,Parallel_programming_2020_CI,MPI_INIT,208
henricasanova,simgrid_data_redundancy,MPI_INIT,181
XuanWang1982,gpfs-ompi-v19,MPI_INIT,131
hppritcha,ompi_async_sandbox,MPI_INIT,128
artpol84,ompi-timings,MPI_INIT,127
spsweeney,Work-open-mpi,MPI_INIT,124
anandhis,rml-ofi,MPI_INIT,124
byu-vv-lab,civl,MPI_INIT,121
katbird830,BirdCMDA3634,MPI_INIT,121
kostrzewa,cvc,MPI_INIT,120
DmitrySigaev,ompi-release,MPI_INIT,111
Remixman,Open_MPI_SDN,MPI_INIT,102
hpc,cce-mpi-openmpi-1.6.4,MPI_INIT,70
Nelson-numerical-software,nelson,MPI_INIT,68
dsteinmo,SPINWAVE,MPI_INIT,54
weiwanling,HPC,MPI_INIT,53
ddeepwel,SPINS_dev,MPI_INIT,52
quinoacomputing,HYPRE,MPI_INIT,43
ramyasree9,Parallel-programming,MPI_INIT,41
lanl,lampi,MPI_INIT,39
Colaplusice,parallel_compute,MPI_INIT,28
aosm,openmpi,MPI_INIT,26
easydush,parallel_computing,MPI_INIT,25
rashmi25-04,HPSC-MPI-Programming,MPI_INIT,25
laristra,flecsph,MPI_INIT,24
faasm,faasm,MPI_INIT,23
uswick,presta_HMPI,MPI_INIT,22
ElmerCSC,Zoltan,MPI_INIT,22
Nek5000,nekBench,MPI_INIT,21
luiceur,nek5kHack,MPI_INIT,20
bibrakc,hpx,MPI_INIT,18
Improbus,CPEG614,MPI_INIT,18
deniskin82,chapel,MPI_INIT,18
ppanchap13,portals4,MPI_INIT,17
kwangiit,SLURMPP_V2,MPI_INIT,14
hunsa,reprompi,MPI_INIT,13
jeffhammond,a1,MPI_INIT,13
cot,eztrace-test,MPI_INIT,13
OpenCMISS-Dependencies,scalasca,MPI_INIT,12
menglong21,slurm-18.08.0-annotation,MPI_INIT,11
cukol,slurm_simulator,MPI_INIT,11
gonzalorodrigo,ScSFSimulator,MPI_INIT,11
monil01,mapmc,MPI_INIT,11
kwangiit,SLURMPP,MPI_INIT,11
Nek5000,gslib,MPI_INIT,10
westondhill,bc_mr_gpu,MPI_INIT,10
Nek5000,parRSB,MPI_INIT,10
hughperkins,pub-prototyping,MPI_INIT,10
ROCmSoftwarePlatform,rocALUTION,MPI_INIT,10
SuryaGrandhi,Doc_Test,MPI_INIT,9
SuryaGrandhi,doc_july_9,MPI_INIT,9
chaos,slurm,MPI_INIT,9
SuryaGrandhi,doc_aug21,MPI_INIT,9
SuryaGrandhi,oct9,MPI_INIT,9
hummingtree,cps-public,MPI_INIT,9
RadeonOpenCompute,ROCm_Documentation,MPI_INIT,9
SuryaGrandhi,neww,MPI_INIT,9
SuryaGrandhi,doc_july_24,MPI_INIT,9
SuryaGrandhi,dec4,MPI_INIT,9
dwehner,DENISE-COGI,MPI_INIT,9
jwise77,enzo-dev-cosmotest,MPI_INIT,8
NLAFET,preAlps,MPI_INIT,8
STEllAR-GROUP,hpx_historic,MPI_INIT,8
ChingYaoTang,enzo-dev-DT,MPI_INIT,8
drreynolds,enzo-dev_gfld_bugfixes,MPI_INIT,8
cran,pbdMPI,MPI_INIT,7
AlumiK,libnkmpi,MPI_INIT,7
ssutinglai,Specfem2D,MPI_INIT,6
joshua4289,scipion_1_2_headless,MPI_INIT,6
mzl13,Lithium,MPI_INIT,6
sst-elements,zodiac,MPI_INIT,6
churli,parallel-programming-assignments,MPI_INIT,6
seokinhong,sst-elements,MPI_INIT,6
lavenderca,scipion-docker,MPI_INIT,6
seokinhong,attache_cache,MPI_INIT,6
RyzeVia,ppoft,MPI_INIT,5
marufdsi,Partitioning_Tools,MPI_INIT,5
AMDComputeLibraries,ComputeApps,MPI_INIT,5
renefritze,dune-common-old,MPI_INIT,5
sstsimulator,sst-gpl-skeletons,MPI_INIT,4
CamCairns,atm_dycores_stirred,MPI_INIT,4
Mantevo,miniMD,MPI_INIT,4
MultiTrickFox,Pytorch-0.4-_custom,MPI_INIT,4
AMDComputeLibraries,OpenMPApps,MPI_INIT,4
LLNL,mgmol,MPI_INIT,3
evotools,hapbinX,MPI_INIT,3
mkurnosov,mpiperf,MPI_INIT,3
nchong,icliggghts,MPI_INIT,3
jaschil2,QMCDB-Josh,MPI_INIT,3
LLNL,RAJAProxies,MPI_INIT,3
LLNL,Tool-Gear,MPI_INIT,3
SunnyQ,cmu,MPI_INIT,3
idaholab,SPPARKS,MPI_INIT,3
zhangshiyun,LAMMPS_STABLE,MPI_INIT,2
kempj,IFOS,MPI_INIT,2
Paul-St-Young,rev6296,MPI_INIT,2
VBaricHB,DEM,MPI_INIT,2
steverogers-shang,MPI_KMC,MPI_INIT,2
garethcmurphy,pluto_backup,MPI_INIT,2
Bob-Ding-cn,baidu-allreduce,MPI_INIT,2
Shigangli,eager-SGD,MPI_INIT,2
jyamu,qmc,MPI_INIT,2
wavefunction91,GauXC,MPI_INIT,2
rabauke,mpl,MPI_INIT,2
NikitaCartes,spbstu-2020,MPI_INIT,2
oehmke,test_xgrid,MPI_INIT,2
shivnshu,CS698O-VR,MPI_INIT,2
emfomy,mcnla,MPI_INIT,2
jkaszpurenko,xgboost_compiled,MPI_INIT,1
nuanio,xgboost-node,MPI_INIT,1
stefanseefeld,openvsip,MPI_INIT,1
spraetor,amdis2,MPI_INIT,1
pykao,pytorch-v0.4.0,MPI_INIT,1
hcyang99,horovod,MPI_INIT,1
ebi184,caffee2,MPI_INIT,1
wvannoordt,HyWall,MPI_INIT,1
andrewwdye,gloo,MPI_INIT,1
NanoComp,mpb,MPI_INIT,1
zhonghual1206,horvodval,MPI_INIT,1
rolfverberg,Programs,MPI_INIT,1
SCIInstitute,muView,MPI_INIT,1
ARM-software,HPCG_for_Arm,MPI_INIT,1
OPM,IFEM,MPI_INIT,1
quolc,VMDLeap,MPI_INIT,1
bvanessen,lbann_distconv,MPI_INIT,1
tianzhi0549,pytorch_tf_upsampling,MPI_INIT,1
Collegeville,HPCG-ZFP,MPI_INIT,1
jedbrown,pami,MPI_INIT,1
leeping,gmx-qchem,MPI_INIT,1
Vazzz007,invert-reflection_MPI,MPI_INIT,1
chenlongzhen,xgboost-yarn,MPI_INIT,1
duffell,Disco,MPI_INIT,1
omn14,IFOS2D,MPI_INIT,1
kohnakagawa,gromacs_localstress,MPI_INIT,1
IBM,HPCG,MPI_INIT,1
intel,llvm,MPI_INIT_DL,1
jeffhammond,a1,MPI_INIT_THREAD,133
hajimefu,mpich-mirror,MPI_INIT_THREAD,34
yfguo,mpich-migrate-test,MPI_INIT_THREAD,34
humairakamal,fgmpi,MPI_INIT_THREAD,34
JulianDomingo,EE360P,MPI_INIT_THREAD,33
intel,llvm,MPI_INIT_THREAD,18
katbird830,BirdCMDA3634,MPI_INIT_THREAD,7
henricasanova,simgrid_data_redundancy,MPI_INIT_THREAD,5
OpenCMISS-Dependencies,scalasca,MPI_INIT_THREAD,5
callowkid,li-pytorch,MPI_INIT_THREAD,4
zhenxingsh,pytorch_source_code,MPI_INIT_THREAD,4
pykao,pytorch-v0.4.0,MPI_INIT_THREAD,4
mzl13,Lithium,MPI_INIT_THREAD,4
hppritcha,ompi_async_sandbox,MPI_INIT_THREAD,4
ebi184,caffee2,MPI_INIT_THREAD,4
artpol84,ompi-timings,MPI_INIT_THREAD,4
arcadeon707,pytorch,MPI_INIT_THREAD,4
Rudedaisy,simgrid-v3.25,MPI_INIT_THREAD,4
MultiTrickFox,Pytorch-0.4-_custom,MPI_INIT_THREAD,4
tianzhi0549,pytorch_tf_upsampling,MPI_INIT_THREAD,4
Nigoding,tensor,MPI_INIT_THREAD,4
laristra,flecsph,MPI_INIT_THREAD,4
devyaniB,simgrid,MPI_INIT_THREAD,4
XuanWang1982,gpfs-ompi-v19,MPI_INIT_THREAD,4
kyper999,caffe2-2,MPI_INIT_THREAD,3
raghavnauhria,whatmt,MPI_INIT_THREAD,3
kaigeyazhu,CAFFE2,MPI_INIT_THREAD,3
xpo454,Caffe2,MPI_INIT_THREAD,3
westondhill,bc_mr_gpu,MPI_INIT_THREAD,3
nishanthkumar23,caffe,MPI_INIT_THREAD,3
blackjack2016,pytroch,MPI_INIT_THREAD,3
petrex,rocm_caffe2,MPI_INIT_THREAD,3
spsweeney,Work-open-mpi,MPI_INIT_THREAD,3
Remixman,Open_MPI_SDN,MPI_INIT_THREAD,3
anandhis,rml-ofi,MPI_INIT_THREAD,3
Rednickle,redttorch,MPI_INIT_THREAD,3
jjdblast,pytorch-dockerfiles,MPI_INIT_THREAD,3
GeekLiB,caffe2-master,MPI_INIT_THREAD,3
tryalice,trypytorc,MPI_INIT_THREAD,3
CamCairns,atm_dycores_stirred,MPI_INIT_THREAD,2
RyzeVia,ppoft,MPI_INIT_THREAD,1
netx-repo,training-bottleneck,MPI_INIT_THREAD,1
nikkkkhil,Distributed-DL-training,MPI_INIT_THREAD,1
byu-vv-lab,civl,MPI_INIT_THREAD,1
Paul-St-Young,rev6296,MPI_INIT_THREAD,1
aosm,openmpi,MPI_INIT_THREAD,1
hcyang99,horovod,MPI_INIT_THREAD,1
grondo,mvapich-cce,MPI_INIT_THREAD,1
churli,parallel-programming-assignments,MPI_INIT_THREAD,1
hpc,cce-mpi-openmpi-1.6.4,MPI_INIT_THREAD,1
zhonghual1206,horvodval,MPI_INIT_THREAD,1
cot,eztrace-test,MPI_INIT_THREAD,1
Shigangli,eager-SGD,MPI_INIT_THREAD,1
jyamu,qmc,MPI_INIT_THREAD,1
wangdongxia,ALADMM,MPI_INIT_THREAD,1
rabauke,mpl,MPI_INIT_THREAD,1
wdlctc,horovod_SYS,MPI_INIT_THREAD,1
monil01,mapmc,MPI_INIT_THREAD,1
GPrathap,FastICA_in_Cplusplus,MPI_INIT_THREAD,1
AMDComputeLibraries,ComputeApps,MPI_INIT_THREAD,1
jeffhammond,pami-examples,MPI_INIT_THREAD,1
AMDComputeLibraries,OpenMPApps,MPI_INIT_THREAD,1
DmitrySigaev,ompi-release,MPI_INIT_THREAD,1
shivnshu,CS698O-VR,MPI_INIT_THREAD,1
intel,MLSL,MPI_INIT_THREAD,1
LLNL,Tool-Gear,MPI_INIT_WRAPPER,2
Nelson-numerical-software,nelson,MPI_INITBUILTIN,1
intel,llvm,MPI_INITIALIZED,21
Nelson-numerical-software,nelson,MPI_INITIALIZED,19
jeffhammond,a1,MPI_INITIALIZED,11
henricasanova,simgrid_data_redundancy,MPI_INITIALIZED,7
hajimefu,mpich-mirror,MPI_INITIALIZED,7
JulianDomingo,EE360P,MPI_INITIALIZED,7
yfguo,mpich-migrate-test,MPI_INITIALIZED,7
humairakamal,fgmpi,MPI_INITIALIZED,7
grondo,mvapich-cce,MPI_INITIALIZED,6
intel,MLSL,MPI_INITIALIZED,6
luiceur,nek5kHack,MPI_INITIALIZED,5
mzl13,Lithium,MPI_INITIALIZED,5
Rudedaisy,simgrid-v3.25,MPI_INITIALIZED,5
devyaniB,simgrid,MPI_INITIALIZED,5
RWTH-OS,MP-MPICH,MPI_INITIALIZED,4
Paul-St-Young,rev6296,MPI_INITIALIZED,3
lanl,lampi,MPI_INITIALIZED,3
aosm,openmpi,MPI_INITIALIZED,3
hppritcha,ompi_async_sandbox,MPI_INITIALIZED,3
neoncrash,ESNek5000,MPI_INITIALIZED,3
artpol84,ompi-timings,MPI_INITIALIZED,3
jyamu,qmc,MPI_INITIALIZED,3
Remixman,Open_MPI_SDN,MPI_INITIALIZED,3
CamCairns,atm_dycores_stirred,MPI_INITIALIZED,3
wangdongxia,ALADMM,MPI_INITIALIZED,3
leeping,gmx-qchem,MPI_INITIALIZED,3
Knoxort,cmt_Nek_BE_Instrumentation,MPI_INITIALIZED,3
XuanWang1982,gpfs-ompi-v19,MPI_INITIALIZED,3
kyper999,caffe2-2,MPI_INITIALIZED,2
cran,pbdMPI,MPI_INITIALIZED,2
callowkid,li-pytorch,MPI_INITIALIZED,2
raghavnauhria,whatmt,MPI_INITIALIZED,2
zhenxingsh,pytorch_source_code,MPI_INITIALIZED,2
SuryaGrandhi,Doc_Test,MPI_INITIALIZED,2
SuryaGrandhi,doc_july_9,MPI_INITIALIZED,2
kaigeyazhu,CAFFE2,MPI_INITIALIZED,2
xpo454,Caffe2,MPI_INITIALIZED,2
pykao,pytorch-v0.4.0,MPI_INITIALIZED,2
nishanthkumar23,caffe,MPI_INITIALIZED,2
SuryaGrandhi,doc_aug21,MPI_INITIALIZED,2
Improbus,CPEG614,MPI_INITIALIZED,2
ebi184,caffee2,MPI_INITIALIZED,2
blackjack2016,pytroch,MPI_INITIALIZED,2
petrex,rocm_caffe2,MPI_INITIALIZED,2
Nek5000,Nek5000,MPI_INITIALIZED,2
spsweeney,Work-open-mpi,MPI_INITIALIZED,2
arcadeon707,pytorch,MPI_INITIALIZED,2
SuryaGrandhi,oct9,MPI_INITIALIZED,2
Shigangli,eager-SGD,MPI_INITIALIZED,2
RadeonOpenCompute,ROCm_Documentation,MPI_INITIALIZED,2
anandhis,rml-ofi,MPI_INITIALIZED,2
Rednickle,redttorch,MPI_INITIALIZED,2
MultiTrickFox,Pytorch-0.4-_custom,MPI_INITIALIZED,2
tianzhi0549,pytorch_tf_upsampling,MPI_INITIALIZED,2
SuryaGrandhi,neww,MPI_INITIALIZED,2
SuryaGrandhi,doc_july_24,MPI_INITIALIZED,2
Nigoding,tensor,MPI_INITIALIZED,2
deniskin82,chapel,MPI_INITIALIZED,2
jjdblast,pytorch-dockerfiles,MPI_INITIALIZED,2
GeekLiB,caffe2-master,MPI_INITIALIZED,2
tryalice,trypytorc,MPI_INITIALIZED,2
quinoacomputing,HYPRE,MPI_INITIALIZED,2
kohnakagawa,gromacs_localstress,MPI_INITIALIZED,2
SuryaGrandhi,dec4,MPI_INITIALIZED,2
ROCmSoftwarePlatform,rocALUTION,MPI_INITIALIZED,2
netx-repo,training-bottleneck,MPI_INITIALIZED,1
nikkkkhil,Distributed-DL-training,MPI_INITIALIZED,1
zhangshiyun,LAMMPS_STABLE,MPI_INITIALIZED,1
VBaricHB,DEM,MPI_INITIALIZED,1
dkogler,hpx5-measurement-tests,MPI_INITIALIZED,1
steverogers-shang,MPI_KMC,MPI_INITIALIZED,1
hcyang99,horovod,MPI_INITIALIZED,1
garethcmurphy,pluto_backup,MPI_INITIALIZED,1
ElmerCSC,Zoltan,MPI_INITIALIZED,1
wvannoordt,HyWall,MPI_INITIALIZED,1
hpc,cce-mpi-openmpi-1.6.4,MPI_INITIALIZED,1
zhonghual1206,horvodval,MPI_INITIALIZED,1
hummingtree,cps-public,MPI_INITIALIZED,1
katbird830,BirdCMDA3634,MPI_INITIALIZED,1
bvanessen,lbann_distconv,MPI_INITIALIZED,1
wdlctc,horovod_SYS,MPI_INITIALIZED,1
monil01,mapmc,MPI_INITIALIZED,1
oehmke,test_xgrid,MPI_INITIALIZED,1
DmitrySigaev,ompi-release,MPI_INITIALIZED,1
renefritze,dune-common-old,MPI_INITIALIZED,1
hughperkins,pub-prototyping,MPI_INITIALIZED,1
idaholab,SPPARKS,MPI_INITIALIZED,1
Nelson-numerical-software,nelson,MPI_INITIALIZEDBUILTIN,1
hajimefu,mpich-mirror,MPI_INTERCOMM_CREATE,21
JulianDomingo,EE360P,MPI_INTERCOMM_CREATE,21
yfguo,mpich-migrate-test,MPI_INTERCOMM_CREATE,21
humairakamal,fgmpi,MPI_INTERCOMM_CREATE,21
henricasanova,simgrid_data_redundancy,MPI_INTERCOMM_CREATE,19
Rudedaisy,simgrid-v3.25,MPI_INTERCOMM_CREATE,16
devyaniB,simgrid,MPI_INTERCOMM_CREATE,16
intel,llvm,MPI_INTERCOMM_CREATE,14
grondo,mvapich-cce,MPI_INTERCOMM_CREATE,7
katbird830,BirdCMDA3634,MPI_INTERCOMM_CREATE,6
hppritcha,ompi_async_sandbox,MPI_INTERCOMM_CREATE,5
artpol84,ompi-timings,MPI_INTERCOMM_CREATE,5
XuanWang1982,gpfs-ompi-v19,MPI_INTERCOMM_CREATE,5
RWTH-OS,MP-MPICH,MPI_INTERCOMM_CREATE,4
spsweeney,Work-open-mpi,MPI_INTERCOMM_CREATE,4
anandhis,rml-ofi,MPI_INTERCOMM_CREATE,4
easydush,parallel_computing,MPI_INTERCOMM_CREATE,4
Paul-St-Young,rev6296,MPI_INTERCOMM_CREATE,3
jyamu,qmc,MPI_INTERCOMM_CREATE,3
luiceur,nek5kHack,MPI_INTERCOMM_CREATE,2
Remixman,Open_MPI_SDN,MPI_INTERCOMM_CREATE,2
kyper999,caffe2-2,MPI_INTERCOMM_CREATE,1
callowkid,li-pytorch,MPI_INTERCOMM_CREATE,1
raghavnauhria,whatmt,MPI_INTERCOMM_CREATE,1
zhenxingsh,pytorch_source_code,MPI_INTERCOMM_CREATE,1
kaigeyazhu,CAFFE2,MPI_INTERCOMM_CREATE,1
xpo454,Caffe2,MPI_INTERCOMM_CREATE,1
pykao,pytorch-v0.4.0,MPI_INTERCOMM_CREATE,1
nishanthkumar23,caffe,MPI_INTERCOMM_CREATE,1
neoncrash,ESNek5000,MPI_INTERCOMM_CREATE,1
ebi184,caffee2,MPI_INTERCOMM_CREATE,1
blackjack2016,pytroch,MPI_INTERCOMM_CREATE,1
petrex,rocm_caffe2,MPI_INTERCOMM_CREATE,1
arcadeon707,pytorch,MPI_INTERCOMM_CREATE,1
Rednickle,redttorch,MPI_INTERCOMM_CREATE,1
MultiTrickFox,Pytorch-0.4-_custom,MPI_INTERCOMM_CREATE,1
tianzhi0549,pytorch_tf_upsampling,MPI_INTERCOMM_CREATE,1
Nigoding,tensor,MPI_INTERCOMM_CREATE,1
jjdblast,pytorch-dockerfiles,MPI_INTERCOMM_CREATE,1
GeekLiB,caffe2-master,MPI_INTERCOMM_CREATE,1
tryalice,trypytorc,MPI_INTERCOMM_CREATE,1
Knoxort,cmt_Nek_BE_Instrumentation,MPI_INTERCOMM_CREATE,1
hajimefu,mpich-mirror,MPI_INTERCOMM_MERGE,30
yfguo,mpich-migrate-test,MPI_INTERCOMM_MERGE,30
humairakamal,fgmpi,MPI_INTERCOMM_MERGE,30
JulianDomingo,EE360P,MPI_INTERCOMM_MERGE,28
intel,llvm,MPI_INTERCOMM_MERGE,21
Rudedaisy,simgrid-v3.25,MPI_INTERCOMM_MERGE,8
devyaniB,simgrid,MPI_INTERCOMM_MERGE,8
hppritcha,ompi_async_sandbox,MPI_INTERCOMM_MERGE,7
spsweeney,Work-open-mpi,MPI_INTERCOMM_MERGE,7
artpol84,ompi-timings,MPI_INTERCOMM_MERGE,7
anandhis,rml-ofi,MPI_INTERCOMM_MERGE,7
XuanWang1982,gpfs-ompi-v19,MPI_INTERCOMM_MERGE,7
henricasanova,simgrid_data_redundancy,MPI_INTERCOMM_MERGE,4
Remixman,Open_MPI_SDN,MPI_INTERCOMM_MERGE,3
luiceur,nek5kHack,MPI_INTERCOMM_MERGE,2
hpc,cce-mpi-openmpi-1.6.4,MPI_INTERCOMM_MERGE,2
DmitrySigaev,ompi-release,MPI_INTERCOMM_MERGE,2
neoncrash,ESNek5000,MPI_INTERCOMM_MERGE,1
grondo,mvapich-cce,MPI_INTERCOMM_MERGE,1
katbird830,BirdCMDA3634,MPI_INTERCOMM_MERGE,1
Knoxort,cmt_Nek_BE_Instrumentation,MPI_INTERCOMM_MERGE,1
weiwanling,HPC,MPI_IPROBE,17
RWTH-OS,MP-MPICH,MPI_IPROBE,14
henricasanova,simgrid_data_redundancy,MPI_IPROBE,13
grondo,mvapich-cce,MPI_IPROBE,13
hajimefu,mpich-mirror,MPI_IPROBE,13
